IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2011,true,,,,,,,,,,,,,10.65,,,,,,10.65,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,true,,,,,,,,,,,,,11,,,,,,11,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,FRA,France,Year,2011,true,,,,,,,,,,,,,12.91,,,,,,12.91,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AFR,Africa,Country,GHA,Ghana,Year,2011,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2011,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2011,true,,,,,,,,,,,,,2,,,,,,2,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2011,true,,,,,,,,,,,,,2.29,,,,,,2.29,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2011,true,,,,,,,,,,,,,2.32,,,,,,2.32,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2011,true,,,,,,,,,,,,,2.38,,,,,,2.38,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2011,true,,,,,,,,,,,,,2.4,,,,,,2.4,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2011,true,,,,,,,,,,,,,2.5,,,,,,2.5,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2011,true,,,,,,,,,,,,,2.78,,,,,,2.78,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2011,true,,,,,,,,,,,,,2.8,,,,,,2.8,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,GEO,Georgia,Year,2011,true,,,,,,,,,,,,,2.83,,,,,,2.83,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2011,true,,,,,,,,,,,,,2.91,,,,,,2.91,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2011,true,,,,,,,,,,,,,2.91,,,,,,2.91,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,DMA,Dominica,Year,2011,true,,,,,,,,,,,,,3.22,,,,,,3.22,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2011,true,,,,,,,,,,,,,3.24,,,,,,3.24,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2011,true,,,,,,,,,,,,,3.38,,,,,,3.38,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2011,true,,,,,,,,,,,,,3.6,,,,,,3.6,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2011,true,,,,,,,,,,,,,3.86,,,,,,3.86,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2011,true,,,,,,,,,,,,,3.89,,,,,,3.89,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2011,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2011,true,,,,,,,,,,,,,4,,,,,,4,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,LCA,Saint Lucia,Year,2011,true,,,,,,,,,,,,,4.13,,,,,,4.13,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2011,true,,,,,,,,,,,,,4.14,,,,,,4.14,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,GRC,Greece,Year,2011,true,,,,,,,,,,,,,4.43,,,,,,4.43,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2011,true,,,,,,,,,,,,,4.8,,,,,,4.8,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2011,true,,,,,,,,,,,,,4.82,,,,,,4.82,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2011,true,,,,,,,,,,,,,4.94,,,,,,4.94,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2011,true,,,,,,,,,,,,,4.95,,,,,,4.95,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2011,true,,,,,,,,,,,,,5,,,,,,5,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2011,true,,,,,,,,,,,,,5,,,,,,5,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,POL,Poland,Year,2011,true,,,,,,,,,,,,,5.08,,,,,,5.08,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2011,true,,,,,,,,,,,,,5.1,,,,,,5.1,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2011,true,,,,,,,,,,,,,5.24,,,,,,5.24,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2011,true,,,,,,,,,,,,,5.6,,,,,,5.6,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,EST,Estonia,Year,2011,true,,,,,,,,,,,,,5.78,,,,,,5.78,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2011,true,,,,,,,,,,,,,5.9,,,,,,5.9,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2011,true,,,,,,,,,,,,,6.04,,,,,,6.04,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2011,true,,,,,,,,,,,,,6.71,,,,,,6.71,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2011,true,,,,,,,,,,,,,7.2,,,,,,7.2,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,AFR,Africa,Country,DZA,Algeria,Year,2011,true,,,,,,,,,,,,,7.37,,,,,,7.37,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2011,true,,,,,,,,,,,,,7.64,,,,,,7.64,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2011,true,,,,,,,,,,,,,8,,,,,,8,,,EN,2013-10-10T06:00:00.000Z
MH_4,Government expenditures on mental health as a percentage of total government expenditures on health (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2011,true,,,,,,,,,,,,,8.69,,,,,,8.69,,,EN,2013-10-10T06:00:00.000Z
